$ APLOAD
$ Dimensions are Meters   and   KN
LOAD CASE LN02    
*JP1G1   -1.3948E+00 -5.1125E+00  1.6457E+00 -1.8168E-04 -5.0364E-05 -5.0680E-04
*JP1G4    1.3939E+00 -5.1114E+00  1.6463E+00 -1.8276E-04  4.9735E-05  5.0702E-04
*JP1G5    1.1187E+00 -5.3306E+00  1.6133E+00 -2.5319E-05 -1.4745E-04 -5.0658E-04
*JP1G8   -1.1189E+00 -5.3306E+00  1.6128E+00 -2.5562E-05  1.4743E-04  5.0668E-04
*JP211   -5.7628E-01 -4.2991E+01  1.2234E+01  4.6483E-03 -3.0921E-04 -7.0343E-04
*JP214    5.7411E-01 -4.2992E+01  1.2233E+01  8.7667E-03  2.8211E-05  6.8617E-04
*JP215    8.7339E-01 -4.3278E+01  1.2130E+01  1.2123E-01  2.4329E-04 -8.8828E-04
*JP218   -8.7422E-01 -4.3279E+01  1.2128E+01  1.2531E-01  4.9793E-04  7.0113E-04
*JP221   -1.3725E+00 -3.2146E+00  8.9145E-01  7.8042E-05 -2.2304E-04 -9.9970E-04
*JP224    1.3725E+00 -3.2145E+00  8.9141E-01  7.8075E-05  2.2301E-04  9.9992E-04
*JP225    1.2913E+00 -3.1404E+00  7.5548E-01 -2.6642E-04 -1.3647E-04 -9.9891E-04
*JP228   -1.2929E+00 -3.1381E+00  7.5444E-01 -2.6729E-04  1.3636E-04  1.0001E-03
*JP231   -1.0544E+00 -2.6175E+00  7.2074E-01  6.2797E-05 -1.7802E-04 -7.9496E-04
*JP234    1.0545E+00 -2.6174E+00  7.2082E-01  6.2682E-05  1.7805E-04  7.9519E-04
*JP235    1.0268E+00 -2.5919E+00  6.1286E-01 -2.1308E-04 -1.0848E-04 -7.9485E-04
*JP238   -1.0272E+00 -2.5914E+00  6.1278E-01 -2.1308E-04  1.0852E-04  7.9513E-04
*JP241   -9.9014E-01 -2.4592E+00  6.7187E-01  5.3436E-05 -1.8191E-04 -7.5317E-04
*JP244    9.9038E-01 -2.4586E+00  6.7183E-01  5.3609E-05  1.8173E-04  7.5326E-04
*JP245    9.9021E-01 -2.4584E+00  5.5888E-01 -2.1858E-04 -1.0146E-04 -7.5286E-04
*JP248   -9.8984E-01 -2.4591E+00  5.5882E-01 -2.1877E-04  1.0130E-04  7.5284E-04
*JP251   -1.0370E+00 -2.5826E+00  7.2156E-01  6.1551E-05 -1.7865E-04 -7.9502E-04
*JP254    1.0369E+00 -2.5828E+00  7.2136E-01  6.2035E-05  1.7829E-04  7.9505E-04
*JP255    1.0631E+00 -2.6111E+00  6.1173E-01 -2.1451E-04 -1.0793E-04 -7.9493E-04
*JP258   -1.0638E+00 -2.6102E+00  6.1174E-01 -2.1456E-04  1.0784E-04  7.9514E-04
*JP261   -9.4193E-01 -2.4976E+00  6.9465E-01  4.2165E-05 -1.5674E-04 -6.8901E-04
*JP264    9.4156E-01 -2.4981E+00  6.9471E-01  4.2319E-05  1.5652E-04  6.8897E-04
*JP265    8.6244E-01 -2.4188E+00  5.8418E-01 -1.9391E-04 -8.7814E-05 -6.8895E-04
*JP268   -8.6246E-01 -2.4183E+00  5.8500E-01 -1.9295E-04  8.8124E-05  6.8890E-04
